date,close,company
2020-01-01,132.97872123821537,madly
2020-01-02,132.01197411725633,madly
2020-01-03,133.9150466653901,madly
2020-01-04,131.82661833429742,madly
2020-01-05,135.59993811266216,madly
2020-01-06,135.65606805315602,madly
2020-01-07,134.5715961533565,madly
2020-01-08,133.01564278668513,madly
2020-01-09,135.3751444882819,madly
2020-01-10,135.27857283429748,madly
2020-01-11,135.702506773814,madly
2020-01-12,134.56166936601622,madly
2020-01-13,138.6465285563521,madly
2020-01-14,132.43242409632074,madly
2020-01-15,135.44387173346743,madly
2020-01-16,130.7679603792441,madly
2020-01-17,134.07271558412634,madly
2020-01-18,131.74639812340507,madly
2020-01-19,129.10238733983272,madly
2020-01-20,129.06665108524538,madly
2020-01-21,129.52239101854923,madly
2020-01-22,130.99824972080194,madly
2020-01-23,130.6535906379821,madly
2020-01-24,131.67002951829318,madly
2020-01-25,127.02255161085094,madly
2020-01-26,125.25429153458758,madly
2020-01-27,125.36667814574244,madly
2020-01-28,127.96935578105384,madly
2020-01-29,123.71133931161951,madly
2020-01-30,122.70509904920682,madly
2020-01-31,126.9548729938746,madly
2020-02-01,126.46921154025986,madly
2020-02-02,125.17983393096792,madly
2020-02-03,127.48744821847392,madly
2020-02-04,122.96082147015477,madly
2020-02-05,125.31215988671424,madly
2020-02-06,126.73394289468794,madly
2020-02-07,126.71862344543139,madly
2020-02-08,128.1675708121465,madly
2020-02-09,126.74997111591593,madly
2020-02-10,124.42015336155801,madly
2020-02-11,127.8068976565934,madly
2020-02-12,128.79454389541837,madly
2020-02-13,128.08051009887058,madly
2020-02-14,129.79832965801785,madly
2020-02-15,126.94635358241825,madly
2020-02-16,128.69491653379885,madly
2020-02-17,125.17860542748973,madly
2020-02-18,124.03132877113023,madly
2020-02-19,122.91741979087993,madly
2020-02-20,123.78566094617966,madly
2020-02-21,125.934661960331,madly
2020-02-22,121.17087089990474,madly
2020-02-23,123.86556478149889,madly
2020-02-24,124.67327563556876,madly
2020-02-25,121.42338512391798,madly
2020-02-26,125.34072935395689,madly
2020-02-27,127.60368770111523,madly
2020-02-28,128.51153950309654,madly
2020-02-29,129.19314011077427,madly
2020-03-01,128.79993140247615,madly
2020-03-02,128.75790542622573,madly
2020-03-03,127.93845901556307,madly
2020-03-04,126.36239544375755,madly
2020-03-05,130.27456633973617,madly
2020-03-06,125.16574747607112,madly
2020-03-07,129.0347681475479,madly
2020-03-08,132.7880200805115,madly
2020-03-09,133.1838643091524,madly
2020-03-10,134.60916466947617,madly
2020-03-11,134.37820563176868,madly
2020-03-12,133.82407883351493,madly
2020-03-13,134.48624089315376,madly
2020-03-14,131.00391318324952,madly
2020-03-15,132.2635592794787,madly
2020-03-16,130.2227978479487,madly
2020-03-17,135.77853443729867,madly
2020-03-18,131.2425785743346,madly
2020-03-19,131.00292117633848,madly
2020-03-20,132.50177621698975,madly
2020-03-21,129.97910766676992,madly
2020-03-22,130.57970672787707,madly
2020-03-23,131.43850047512348,madly
2020-03-24,133.66550250911303,madly
2020-03-25,132.51007342802694,madly
2020-03-26,132.8222651857676,madly
2020-03-27,131.2299490864424,madly
2020-03-28,128.67479702530363,madly
2020-03-29,130.46215074443182,madly
2020-03-30,130.77557271524483,madly
2020-03-31,128.97530490931206,madly
2020-04-01,128.71912696326774,madly
2020-04-02,126.53996513989132,madly
2020-04-03,125.811772966502,madly
2020-04-04,130.23854011063946,madly
2020-04-05,128.2026339425413,madly
2020-04-06,125.25804180548536,madly
2020-04-07,127.66266786718937,madly
2020-04-08,126.28648592227358,madly
2020-04-09,126.17211163810178,madly
2020-04-10,125.32505546532906,madly
2020-04-11,126.01040960270035,madly
2020-04-12,123.6019244543849,madly
2020-04-13,124.69014861628476,madly
2020-04-14,122.12776993666282,madly
2020-04-15,122.45453750154837,madly
2020-04-16,119.56272221739023,madly
2020-04-17,123.07432227471296,madly
2020-04-18,121.18248968167282,madly
2020-04-19,120.98278824627212,madly
2020-04-20,121.67582479320932,madly
2020-04-21,119.25280669873872,madly
2020-04-22,122.67908297299688,madly
2020-04-23,118.52934676043148,madly
2020-04-24,122.20270460524692,madly
2020-04-25,116.45402064424059,madly
2020-04-26,123.25435407132653,madly
2020-04-27,120.05247873860186,madly
2020-04-28,120.28112439552446,madly
2020-04-29,118.68730084214423,madly
2020-04-30,120.44053265573675,madly
2020-05-01,121.62005280069812,madly
2020-05-02,120.13565605980415,madly
2020-05-03,119.85056568239308,madly
2020-05-04,120.78475031554868,madly
2020-05-05,121.89157593136687,madly
2020-05-06,124.77143297289804,madly
2020-05-07,128.24969122926646,madly
2020-05-08,127.57525101913762,madly
2020-05-09,129.18998242836832,madly
2020-05-10,130.29921517483322,madly
2020-05-11,134.29697047437753,madly
2020-05-12,135.02129263839151,madly
2020-05-13,132.40703310336397,madly
2020-05-14,133.30573472793728,madly
2020-05-15,133.29747405467114,madly
2020-05-16,137.22058894309123,madly
2020-05-17,137.4838532985834,madly
2020-05-18,135.83711693704618,madly
2020-05-19,133.34481551330742,madly
2020-05-20,136.52988122140363,madly
2020-05-21,138.776502586268,madly
2020-05-22,132.88108855541276,madly
2020-05-23,130.02873875856628,madly
2020-05-24,132.53740118708123,madly
2020-05-25,131.20116625516403,madly
2020-05-26,132.56389568517733,madly
2020-05-27,130.14796714406395,madly
2020-05-28,128.34407177723395,madly
2020-05-29,128.90816042718671,madly
2020-05-30,123.90179362564149,madly
2020-05-31,124.74683000420221,madly
2020-06-01,127.14265674477514,madly
2020-06-02,127.31880628288484,madly
2020-06-03,126.81193752876406,madly
2020-06-04,128.70591012144655,madly
2020-06-05,126.66413892419074,madly
2020-06-06,124.76413801442386,madly
2020-06-07,123.38198092417792,madly
2020-06-08,123.06324612395944,madly
2020-06-09,120.23665227912939,madly
2020-06-10,118.98168461179885,madly
2020-06-11,120.73653172469899,madly
2020-06-12,122.00014335953162,madly
2020-06-13,120.80654096035893,madly
2020-06-14,124.55231134747326,madly
2020-06-15,121.75301663368558,madly
2020-06-16,122.41955590275587,madly
2020-06-17,121.15792528901274,madly
2020-06-18,117.01027852113803,madly
2020-06-19,117.2728399717295,madly
2020-06-20,118.94689340493629,madly
2020-06-21,116.35283825091223,madly
2020-06-22,116.2054038231628,madly
2020-06-23,116.5419111558168,madly
2020-06-24,120.39118320684986,madly
2020-06-25,118.44421110829887,madly
2020-06-26,120.93895273039145,madly
2020-06-27,119.79340654298186,madly
2020-06-28,121.22804559584652,madly
2020-06-29,120.98834733325565,madly
2020-06-30,123.29317475302874,madly
2020-07-01,121.5029259202293,madly
2020-07-02,123.36357334428062,madly
2020-07-03,126.03044460935521,madly
2020-07-04,124.83630953014168,madly
2020-07-05,127.74315199730593,madly
2020-07-06,127.67819846638591,madly
2020-07-07,130.9898071153166,madly
2020-07-08,129.91766066900183,madly
2020-07-09,126.55274026879107,madly
2020-07-10,128.46193391299713,madly
2020-07-11,131.45833355632232,madly
2020-07-12,130.38320654486813,madly
2020-07-13,131.91644081964407,madly
2020-07-14,132.0413017653558,madly
2020-07-15,130.47494989932437,madly
2020-07-16,134.56782958715516,madly
2020-07-17,134.5411690996662,madly
2020-07-18,137.01028196300206,madly
2020-07-19,138.02268259459126,madly
2020-07-20,134.31976641911913,madly
2020-07-21,137.39660605092055,madly
2020-07-22,136.52225327553728,madly
2020-07-23,138.22424624341394,madly
2020-07-24,138.01959408442985,madly
2020-07-25,137.35798545195027,madly
2020-07-26,133.83701619290804,madly
2020-07-27,135.72752392217802,madly
2020-07-28,137.2919120844001,madly
2020-07-29,135.72498378387715,madly
2020-07-30,133.8744304702201,madly
2020-07-31,137.01708084855508,madly
2020-08-01,137.32832608207607,madly
2020-08-02,137.7955261771973,madly
2020-08-03,137.51839837733908,madly
2020-08-04,139.03788263670054,madly
2020-08-05,139.25140633429743,madly
2020-08-06,136.74784322690113,madly
2020-08-07,137.0424042940543,madly
2020-08-08,138.57047797443042,madly
2020-08-09,139.1816324950424,madly
2020-08-10,137.4721677655359,madly
2020-08-11,135.41672211419163,madly
2020-08-12,137.82120761836154,madly
2020-08-13,136.02482435523294,madly
2020-08-14,140.16805049317472,madly
2020-08-15,138.1969551154872,madly
2020-08-16,138.159622858834,madly
2020-08-17,137.7884816107322,madly
2020-08-18,138.7539695601842,madly
2020-08-19,139.36753243234185,madly
2020-08-20,141.05001110018728,madly
2020-08-21,139.39344284452767,madly
2020-08-22,137.48752981344526,madly
2020-08-23,135.44018542426005,madly
2020-08-24,136.93000833861348,madly
2020-08-25,136.43807602952148,madly
2020-08-26,136.04831671167702,madly
2020-08-27,136.7036456913225,madly
2020-08-28,138.6457862391876,madly
2020-08-29,134.73409050940342,madly
2020-08-30,137.29374652183103,madly
2020-08-31,135.17800713258046,madly
2020-09-01,137.2237574721522,madly
2020-09-02,135.536028031319,madly
2020-09-03,139.44565370979822,madly
2020-09-04,142.08270929311445,madly
2020-09-05,142.71849767413192,madly
2020-09-06,142.81885013501514,madly
2020-09-07,142.6023824265059,madly
2020-09-08,145.6681085999389,madly
2020-09-09,143.04442720479963,madly
2020-09-10,150.50614251514733,madly
2020-09-11,147.697708435721,madly
2020-09-12,148.2571517662898,madly
2020-09-13,146.63777632385637,madly
2020-09-14,148.82777988958316,madly
2020-09-15,152.56408423376277,madly
2020-09-16,151.92141778090763,madly
2020-09-17,153.10667915177328,madly
2020-09-18,154.49202752146584,madly
2020-09-19,153.6378616839925,madly
2020-09-20,153.0457452141693,madly
2020-09-21,156.4862661161254,madly
2020-09-22,154.1658019427972,madly
2020-09-23,155.18716152270247,madly
2020-09-24,152.9720625426213,madly
2020-09-25,156.11523572852616,madly
2020-09-26,153.8222871121633,madly
2020-09-27,154.46493186166688,madly
2020-09-28,156.14448568486415,madly
2020-09-29,153.4266893610785,madly
2020-09-30,150.85657046515826,madly
2020-10-01,152.30510194613015,madly
2020-10-02,151.46098272489425,madly
2020-10-03,152.83592062902468,madly
2020-10-04,147.85383418696156,madly
2020-10-05,149.22774790454537,madly
2020-10-06,152.5552672499653,madly
2020-10-07,146.99912853310659,madly
2020-10-08,147.15474133381986,madly
2020-10-09,147.44710931016354,madly
2020-10-10,145.15334160790377,madly
2020-10-11,149.1390970683375,madly
2020-10-12,148.666303640987,madly
2020-10-13,147.43607322787906,madly
2020-10-14,153.4657203835292,madly
2020-10-15,148.78532964177614,madly
2020-10-16,150.20618080245583,madly
2020-10-17,151.19287702906402,madly
2020-10-18,154.8315126623695,madly
2020-10-19,155.30638995167382,madly
2020-10-20,154.26788773818976,madly
2020-10-21,154.12894728636383,madly
2020-10-22,155.65010122555734,madly
2020-10-23,152.8358842030029,madly
2020-10-24,157.1566021629733,madly
2020-10-25,153.95225646605152,madly
2020-10-26,153.6881169039308,madly
2020-10-27,154.04840860742112,madly
2020-10-28,154.2749632516108,madly
2020-10-29,154.16113546190655,madly
2020-10-30,155.79898425429965,madly
2020-10-31,156.95000589847746,madly
2020-11-01,158.2930656944935,madly
2020-11-02,154.64527790899538,madly
2020-11-03,156.73958486580227,madly
2020-11-04,156.47364300021468,madly
2020-11-05,158.36037607467458,madly
2020-11-06,156.58547466793092,madly
2020-11-07,156.79461034736943,madly
2020-11-08,160.7743271340704,madly
2020-11-09,157.6535345822144,madly
2020-11-10,158.56421297798875,madly
2020-11-11,156.46327303787425,madly
2020-11-12,157.40915221870512,madly
2020-11-13,161.8629827517025,madly
2020-11-14,160.27488828624905,madly
2020-11-15,163.299145654461,madly
2020-11-16,163.63360445127432,madly
2020-11-17,163.3764567815223,madly
2020-11-18,164.21702129949233,madly
2020-11-19,161.61290481211978,madly
2020-11-20,164.12205072125957,madly
2020-11-21,163.3239939067576,madly
2020-11-22,164.06217822378247,madly
2020-11-23,163.16367589973746,madly
2020-11-24,163.85699631328737,madly
2020-11-25,161.93499577850676,madly
2020-11-26,160.3749769940982,madly
2020-11-27,162.79980110118927,madly
2020-11-28,167.0931964506875,madly
2020-11-29,163.77145154655133,madly
2020-11-30,169.7772995856017,madly
2020-12-01,164.48989081924458,madly
2020-12-02,164.87048155304504,madly
2020-12-03,162.3039187007927,madly
2020-12-04,162.69625241259124,madly
2020-12-05,161.4308141739245,madly
2020-12-06,163.89573163219728,madly
2020-12-07,162.4806929931842,madly
2020-12-08,159.08738361909485,madly
2020-12-09,160.49231065062514,madly
2020-12-10,159.6859756102327,madly
2020-12-11,159.4180166976781,madly
2020-12-12,156.22905302251226,madly
2020-12-13,156.82175911753342,madly
2020-12-14,155.5801222424967,madly
2020-12-15,157.83430906182662,madly
2020-12-16,158.22928887155388,madly
2020-12-17,156.27955621054863,madly
2020-12-18,156.1669321107992,madly
2020-12-19,154.97086523908482,madly
2020-12-20,154.57668988538566,madly
2020-12-21,153.88092029624747,madly
2020-12-22,153.96130637524632,madly
2020-12-23,151.79789176371972,madly
2020-12-24,151.76633592761007,madly
2020-12-25,148.97198107707402,madly
2020-12-26,147.69032265463764,madly
2020-12-27,149.45388579337816,madly
2020-12-28,148.62549412991987,madly
2020-12-29,151.55488974158493,madly
2020-12-30,149.75523292207092,madly
2020-12-31,152.42563549522828,madly
2021-01-01,150.39383384168394,madly
2021-01-02,153.0199486102436,madly
2021-01-03,153.51318866573874,madly
2021-01-04,156.1263233115795,madly
2021-01-05,151.50583821125767,madly
2021-01-06,150.4847213935513,madly
2021-01-07,155.2702607148805,madly
2021-01-08,154.87463669081714,madly
2021-01-09,157.80768174089224,madly
2021-01-10,156.62726932406505,madly
2021-01-11,160.39583274972557,madly
2021-01-12,165.12949048432304,madly
2021-01-13,163.4287383169019,madly
2021-01-14,171.00351861077255,madly
2021-01-15,167.65586677915533,madly
2021-01-16,168.55335948768396,madly
2021-01-17,172.03732072220808,madly
2021-01-18,173.4388402107191,madly
2021-01-19,175.64471196857966,madly
2021-01-20,174.93102632822607,madly
2021-01-21,174.90888622744228,madly
2021-01-22,173.0829650803884,madly
2021-01-23,174.19927424671562,madly
2021-01-24,172.38717525447177,madly
2021-01-25,172.61578411111572,madly
2021-01-26,174.76190575257615,madly
2021-01-27,173.61082900225702,madly
2021-01-28,174.9665286190306,madly
2021-01-29,176.12935061139098,madly
2021-01-30,175.14099289457204,madly
2021-01-31,176.32296035410323,madly
2021-02-01,174.13674325172465,madly
2021-02-02,174.61653646255607,madly
2021-02-03,176.53506262867327,madly
2021-02-04,177.42620252424663,madly
2021-02-05,175.90437237579914,madly
2021-02-06,175.8342551309818,madly
2021-02-07,178.1326204597705,madly
2021-02-08,172.70854507836532,madly
2021-02-09,173.65551207016273,madly
2021-02-10,173.0552380680335,madly
2021-02-11,171.69060889350553,madly
2021-02-12,171.7270525583825,madly
2021-02-13,173.03315461901903,madly
2021-02-14,172.12786635400008,madly
2021-02-15,174.2084215325416,madly
2021-02-16,171.39482021273628,madly
2021-02-17,171.73806900231773,madly
2021-02-18,172.6727451508534,madly
2021-02-19,173.47152089264063,madly
2021-02-20,172.18709515111354,madly
2021-02-21,172.40591446877664,madly
2021-02-22,169.26917132715238,madly
2021-02-23,172.51751877123357,madly
2021-02-24,173.47881620023634,madly
2021-02-25,172.9947859179604,madly
2021-02-26,171.18705416129467,madly
2021-02-27,170.86783121446786,madly
2021-02-28,175.87781417592993,madly
2021-03-01,171.61955021176485,madly
2021-03-02,173.14886671114851,madly
2021-03-03,173.96011035878118,madly
2021-03-04,174.0515463554475,madly
2021-03-05,170.5025241284538,madly
2021-03-06,173.2271728201224,madly
2021-03-07,171.1412594495878,madly
2021-03-08,173.0596032362321,madly
2021-03-09,171.19029789784963,madly
2021-03-10,175.90483612952946,madly
2021-03-11,176.45204976233768,madly
2021-03-12,177.3825096576508,madly
2021-03-13,178.43412873304135,madly
2021-03-14,178.68653749048784,madly
2021-03-15,178.65607883935476,madly
2021-03-16,180.51323902637256,madly
2021-03-17,182.74617515544801,madly
2021-03-18,184.4624699514862,madly
2021-03-19,184.6946382896441,madly
2021-03-20,182.1674095041937,madly
2021-03-21,182.4812751413286,madly
2021-03-22,186.22558832999204,madly
2021-03-23,182.27818190831152,madly
2021-03-24,187.23064554427066,madly
2021-03-25,190.75969159682845,madly
2021-03-26,187.36963090389202,madly
2021-03-27,185.4469929550282,madly
2021-03-28,188.26578188940798,madly
2021-03-29,183.52132113920726,madly
2021-03-30,183.68105521002875,madly
2021-03-31,183.97566575419359,madly
2021-04-01,186.79804513478626,madly
2021-04-02,185.63278021309924,madly
